date,TSE_stat,UOM,UOM_ID,COORDINATE,VALUE,TERMINATED
2000-01-01,S&P/TSE Canadian Energy Index,Index,160,1.17,72.2,NA
2000-01-01,S&P/TSE Canadian Financial Index,Index,160,1.18,60.44,NA
2000-01-01,S&P/TSE Canadian Gold Index,Index,160,1.19,105.02,NA
2000-01-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,69.88,NA
2000-01-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,80.34,NA
2000-01-01,S&P/TSE Canadian Materials Index,Index,160,1.22,110.3,NA
2000-01-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,116.47,TRUE
2000-01-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,103.2,NA
2000-01-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,80.74,NA
2000-02-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9557.55,NA
2000-02-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,8438.39,NA
2000-02-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,9128.99,NA
2000-02-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,5496.68,TRUE
2000-02-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3490.39,TRUE
2000-02-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,14852.93,TRUE
2000-02-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,5161.34,TRUE
2000-02-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,4519.33,TRUE
2000-02-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,7052.19,TRUE
2000-02-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4222.76,TRUE
2000-02-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.17,TRUE
2000-02-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,32.3,TRUE
2000-02-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,48381,TRUE
2000-02-01,S&P/TSE 60 Index,Index,160,1.14,519.93,NA
2000-02-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,98.82,NA
2000-02-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,79.76,NA
2000-02-01,S&P/TSE Canadian Energy Index,Index,160,1.17,68.72,NA
2000-02-01,S&P/TSE Canadian Financial Index,Index,160,1.18,59.94,NA
2000-02-01,S&P/TSE Canadian Gold Index,Index,160,1.19,101.89,NA
2000-02-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,78.81,NA
2000-02-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,105.75,NA
2000-02-01,S&P/TSE Canadian Materials Index,Index,160,1.22,101.28,NA
2000-02-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,100.22,TRUE
2000-02-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,114.22,NA
2000-02-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,75.92,NA
2000-03-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,10176.7,NA
2000-03-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,9191.94,NA
2000-03-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,9462.39,NA
2000-03-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,6216.2,TRUE
2000-03-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3546.06,TRUE
2000-03-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,16567.23,TRUE
2000-03-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,5268.77,TRUE
2000-03-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,4463.73,TRUE
2000-03-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,7565.13,TRUE
2000-03-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3964.46,TRUE
2000-03-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.13,TRUE
2000-03-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,33.08,TRUE
2000-03-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,51248,TRUE
2000-03-01,S&P/TSE 60 Index,Index,160,1.14,568.89,NA
2000-03-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,93.86,NA
2000-03-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,76.18,NA
2000-03-01,S&P/TSE Canadian Energy Index,Index,160,1.17,77.9,NA
2000-03-01,S&P/TSE Canadian Financial Index,Index,160,1.18,66.45,NA
2000-03-01,S&P/TSE Canadian Gold Index,Index,160,1.19,96.22,NA
2000-03-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,78.75,NA
2000-03-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,98.26,NA
2000-03-01,S&P/TSE Canadian Materials Index,Index,160,1.22,100.4,NA
2000-03-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,99.53,TRUE
2000-03-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,120.87,NA
2000-03-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,80.4,NA
2000-04-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9640.09,NA
2000-04-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,8421.58,NA
2000-04-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,9347.61,NA
2000-04-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,6623.35,TRUE
2000-04-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3470.99,TRUE
2000-04-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,15692.61,TRUE
2000-04-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,5942.44,TRUE
2000-04-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,4828.19,TRUE
2000-04-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,7748.85,TRUE
2000-04-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4206.46,TRUE
2000-04-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.15,TRUE
2000-04-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,28.34,TRUE
2000-04-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,50023,TRUE
2000-04-01,S&P/TSE 60 Index,Index,160,1.14,559.86,NA
2000-04-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,92.59,NA
2000-04-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,82.64,NA
2000-04-01,S&P/TSE Canadian Energy Index,Index,160,1.17,83.06,NA
2000-04-01,S&P/TSE Canadian Financial Index,Index,160,1.18,74.6,NA
2000-04-01,S&P/TSE Canadian Gold Index,Index,160,1.19,101.63,NA
2000-04-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,83.67,NA
2000-04-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,90.81,NA
2000-04-01,S&P/TSE Canadian Materials Index,Index,160,1.22,106.75,NA
2000-04-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,98.15,TRUE
2000-04-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,111.85,NA
2000-04-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,83.9,NA
2000-05-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9554.44,NA
2000-05-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,9009.11,NA
2000-05-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,9251.99,NA
2000-05-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7603.25,TRUE
2000-05-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3586.36,TRUE
2000-05-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,13994.12,TRUE
2000-05-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,5390.78,TRUE
2000-05-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5158.33,TRUE
2000-05-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,8418.77,TRUE
2000-05-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4414.52,TRUE
2000-05-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.19,TRUE
2000-05-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,27.8,TRUE
2000-05-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,50078,TRUE
2000-05-01,S&P/TSE 60 Index,Index,160,1.14,556.35,NA
2000-05-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,91.01,NA
2000-05-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,89.74,NA
2000-05-01,S&P/TSE Canadian Energy Index,Index,160,1.17,95.15,NA
2000-05-01,S&P/TSE Canadian Financial Index,Index,160,1.18,82.75,NA
2000-05-01,S&P/TSE Canadian Gold Index,Index,160,1.19,105.9,NA
2000-05-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,83.06,NA
2000-05-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,78.81,NA
2000-05-01,S&P/TSE Canadian Materials Index,Index,160,1.22,107.41,NA
2000-05-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,100.1,TRUE
2000-05-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,96.5,NA
2000-05-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,89.75,NA
2000-06-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,10310.13,NA
2000-06-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,9397.89,NA
2000-06-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,10195.45,NA
2000-06-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7480.02,TRUE
2000-06-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3329.79,TRUE
2000-06-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,14206.55,TRUE
2000-06-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4943.71,TRUE
2000-06-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5204.47,TRUE
2000-06-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,8377.23,TRUE
2000-06-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4457.98,TRUE
2000-06-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.07,TRUE
2000-06-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,30.25,TRUE
2000-06-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,52909,TRUE
2000-06-01,S&P/TSE 60 Index,Index,160,1.14,617.91,NA
2000-06-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,98.16,NA
2000-06-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,92.08,NA
2000-06-01,S&P/TSE Canadian Energy Index,Index,160,1.17,93.02,NA
2000-06-01,S&P/TSE Canadian Financial Index,Index,160,1.18,85.54,NA
2000-06-01,S&P/TSE Canadian Gold Index,Index,160,1.19,108.66,NA
2000-06-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,90.48,NA
2000-06-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,89.68,NA
2000-06-01,S&P/TSE Canadian Materials Index,Index,160,1.22,103.32,NA
2000-06-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,94.44,TRUE
2000-06-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,98.42,NA
2000-06-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,86.08,NA
2000-07-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,10983.29,NA
2000-07-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,10153.09,NA
2000-07-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,10406.31,NA
2000-07-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7029.32,TRUE
2000-07-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3392.12,TRUE
2000-07-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,14247.19,TRUE
2000-07-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4908.54,TRUE
2000-07-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5268.02,TRUE
2000-07-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,8529.08,TRUE
2000-07-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3957.85,TRUE
2000-07-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.05,TRUE
2000-07-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,30.28,TRUE
2000-07-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,55299,TRUE
2000-07-01,S&P/TSE 60 Index,Index,160,1.14,638.35,NA
2000-07-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,98.01,NA
2000-07-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,92.09,NA
2000-07-01,S&P/TSE Canadian Energy Index,Index,160,1.17,87.77,NA
2000-07-01,S&P/TSE Canadian Financial Index,Index,160,1.18,86.88,NA
2000-07-01,S&P/TSE Canadian Gold Index,Index,160,1.19,96.92,NA
2000-07-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,92.76,NA
2000-07-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,95.96,NA
2000-07-01,S&P/TSE Canadian Materials Index,Index,160,1.22,99.46,NA
2000-07-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,91.47,TRUE
2000-07-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,100.64,NA
2000-07-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,88.36,NA
2000-08-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,11325.36,NA
2000-08-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,10181.46,NA
2000-08-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,11247.91,NA
2000-08-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7659.41,TRUE
2000-08-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3634.96,TRUE
2000-08-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,14129.76,TRUE
2000-08-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,5424.86,TRUE
2000-08-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5315.61,TRUE
2000-08-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,9277.46,TRUE
2000-08-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4084.65,TRUE
2000-08-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,0.98,TRUE
2000-08-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,37.92,TRUE
2000-08-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,59478,TRUE
2000-08-01,S&P/TSE 60 Index,Index,160,1.14,687.08,NA
2000-08-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,99.79,NA
2000-08-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,93.11,NA
2000-08-01,S&P/TSE Canadian Energy Index,Index,160,1.17,95.37,NA
2000-08-01,S&P/TSE Canadian Financial Index,Index,160,1.18,93.84,NA
2000-08-01,S&P/TSE Canadian Gold Index,Index,160,1.19,100.28,NA
2000-08-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,98.15,NA
2000-08-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,111.59,NA
2000-08-01,S&P/TSE Canadian Materials Index,Index,160,1.22,106.04,NA
2000-08-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,105.13,TRUE
2000-08-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,99.57,NA
2000-08-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,97.66,NA
2000-09-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,11401.97,NA
2000-09-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,10203.03,NA
2000-09-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,10377.92,NA
2000-09-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,8025.44,TRUE
2000-09-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3396.95,TRUE
2000-09-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,14529.05,TRUE
2000-09-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4905.29,TRUE
2000-09-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5454.3,TRUE
2000-09-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,9805.2,TRUE
2000-09-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4055.1,TRUE
2000-09-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.06,TRUE
2000-09-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,34.36,TRUE
2000-09-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,59119,TRUE
2000-09-01,S&P/TSE 60 Index,Index,160,1.14,618.28,NA
2000-09-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,100,NA
2000-09-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,100,NA
2000-09-01,S&P/TSE Canadian Energy Index,Index,160,1.17,100,NA
2000-09-01,S&P/TSE Canadian Financial Index,Index,160,1.18,100,NA
2000-09-01,S&P/TSE Canadian Gold Index,Index,160,1.19,100,NA
2000-09-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,100,NA
2000-09-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,100,NA
2000-09-01,S&P/TSE Canadian Materials Index,Index,160,1.22,100,NA
2000-09-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,100,TRUE
2000-09-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,100,NA
2000-09-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,100,NA
2000-10-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,10701.46,NA
2000-10-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,9185.61,NA
2000-10-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,9639.57,NA
2000-10-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7341.56,TRUE
2000-10-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3528.29,TRUE
2000-10-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,15536.36,TRUE
2000-10-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4730.95,TRUE
2000-10-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5498.1,TRUE
2000-10-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,10121.38,TRUE
2000-10-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3671.1,TRUE
2000-10-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.14,TRUE
2000-10-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,27.53,TRUE
2000-10-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,58111,TRUE
2000-10-01,S&P/TSE 60 Index,Index,160,1.14,569.28,NA
2000-10-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,96.45,NA
2000-10-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,107.02,NA
2000-10-01,S&P/TSE Canadian Energy Index,Index,160,1.17,91.2,NA
2000-10-01,S&P/TSE Canadian Financial Index,Index,160,1.18,103.3,NA
2000-10-01,S&P/TSE Canadian Gold Index,Index,160,1.19,89.23,NA
2000-10-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,99.71,NA
2000-10-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,91.22,NA
2000-10-01,S&P/TSE Canadian Materials Index,Index,160,1.22,98.03,NA
2000-10-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,101.73,TRUE
2000-10-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,103.31,NA
2000-10-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,109.44,NA
2000-11-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9786.2,NA
2000-11-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,8593.49,NA
2000-11-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,8819.92,NA
2000-11-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7531.05,TRUE
2000-11-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3428.89,TRUE
2000-11-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,15237.06,TRUE
2000-11-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4539.09,TRUE
2000-11-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5534.08,TRUE
2000-11-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,9842.6,TRUE
2000-11-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4080.75,TRUE
2000-11-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.3,TRUE
2000-11-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,24.93,TRUE
2000-11-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,53381,TRUE
2000-11-01,S&P/TSE 60 Index,Index,160,1.14,525.33,NA
2000-11-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,88.43,NA
2000-11-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,112,NA
2000-11-01,S&P/TSE Canadian Energy Index,Index,160,1.17,93.83,NA
2000-11-01,S&P/TSE Canadian Financial Index,Index,160,1.18,100.5,NA
2000-11-01,S&P/TSE Canadian Gold Index,Index,160,1.19,99.73,NA
2000-11-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,86.71,NA
2000-11-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,68.99,NA
2000-11-01,S&P/TSE Canadian Materials Index,Index,160,1.22,100.32,NA
2000-11-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,100.85,TRUE
2000-11-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,98.63,NA
2000-11-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,110.55,NA
2000-12-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9661.52,NA
2000-12-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,8561.86,NA
2000-12-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,8933.68,NA
2000-12-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,8575.51,TRUE
2000-12-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3746.88,TRUE
2000-12-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,15962.66,TRUE
2000-12-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4827.69,TRUE
2000-12-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5522.45,TRUE
2000-12-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,10957.49,TRUE
2000-12-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4340.66,TRUE
2000-12-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.26,TRUE
2000-12-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,23.03,TRUE
2000-12-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,56475,TRUE
2000-12-01,S&P/TSE 60 Index,Index,160,1.14,528.72,NA
2000-12-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,89.84,NA
2000-12-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,112.36,NA
2000-12-01,S&P/TSE Canadian Energy Index,Index,160,1.17,106.74,NA
2000-12-01,S&P/TSE Canadian Financial Index,Index,160,1.18,110.84,NA
2000-12-01,S&P/TSE Canadian Gold Index,Index,160,1.19,105.87,NA
2000-12-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,85.71,NA
2000-12-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,64.15,NA
2000-12-01,S&P/TSE Canadian Materials Index,Index,160,1.22,108.47,NA
2000-12-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,110.34,TRUE
2000-12-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,102.72,NA
2000-12-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,121.84,NA
2001-01-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9425.52,NA
2001-01-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,8474.33,NA
2001-01-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,9321.87,NA
2001-01-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,7981.85,TRUE
2001-01-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,3842.22,TRUE
2001-01-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,15997.09,TRUE
2001-01-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,4539.56,TRUE
2001-01-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,5500,TRUE
2001-01-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,10855.79,TRUE
2001-01-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4080.77,TRUE
2001-01-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,1.23,TRUE
2001-01-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,23.67,TRUE
2001-01-01,"TSE, Toronto 35 index, closing  (May 27 1987=100)",Index,160,1.13,58500,TRUE
2001-01-01,S&P/TSE 60 Index,Index,160,1.14,554.84,NA
2001-01-01,S&P/TSE Canadian Consumer Discretionary Index,Index,160,1.15,91.51,NA
2001-01-01,S&P/TSE Canadian Consumer Staples Index,Index,160,1.16,105.76,NA
2001-01-01,S&P/TSE Canadian Energy Index,Index,160,1.17,98.83,NA
2001-01-01,S&P/TSE Canadian Financial Index,Index,160,1.18,109.66,NA
2001-01-01,S&P/TSE Canadian Gold Index,Index,160,1.19,99.36,NA
2001-01-01,S&P/TSE Canadian Industrial Index,Index,160,1.2,94.91,NA
2001-01-01,S&P/TSE Canadian Information Technology Index,Index,160,1.21,75.31,NA
2001-01-01,S&P/TSE Canadian Materials Index,Index,160,1.22,104.91,NA
2001-01-01,S&P/TSE Canadian Diversified Metals and Mining Index,Index,160,1.23,108.68,TRUE
2001-01-01,S&P/TSE Canadian Telecommunication Service Index,Index,160,1.24,106.52,NA
2001-01-01,S&P/TSE Canadian Utilities Index,Index,160,1.25,110.73,NA
2001-02-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,9367.77,NA
2001-02-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,7913.76,NA
2001-02-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,8078.72,NA
