date,TSE_stat,UOM,UOM_ID,COORDINATE,VALUE,TERMINATED
1984-04-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2310.45,NA
1984-04-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2323.34,NA
1984-04-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3487.7,TRUE
1984-04-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2085.24,TRUE
1984-04-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2120.83,TRUE
1984-04-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2247.27,TRUE
1984-04-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2083.56,TRUE
1984-04-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1572.55,TRUE
1984-04-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4213.45,TRUE
1984-04-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.63,TRUE
1984-04-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.91,TRUE
1984-04-01,S&P/TSE 60 Index,Index,160,1.14,116.91,NA
1984-05-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2359.22,NA
1984-05-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2184.82,NA
1984-05-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2229.75,NA
1984-05-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3315.98,TRUE
1984-05-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1956.89,TRUE
1984-05-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2058.65,TRUE
1984-05-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1987.33,TRUE
1984-05-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2011.06,TRUE
1984-05-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1517.08,TRUE
1984-05-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4132.12,TRUE
1984-05-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.82,TRUE
1984-05-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.32,TRUE
1984-05-01,S&P/TSE 60 Index,Index,160,1.14,112.1,NA
1984-06-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2289.78,NA
1984-06-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2208.36,NA
1984-06-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2220.94,NA
1984-06-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3201.56,TRUE
1984-06-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1862.4,TRUE
1984-06-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2120.54,TRUE
1984-06-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1945.33,TRUE
1984-06-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,1972.78,TRUE
1984-06-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1474.39,TRUE
1984-06-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3909.52,TRUE
1984-06-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.86,TRUE
1984-06-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.28,TRUE
1984-06-01,S&P/TSE 60 Index,Index,160,1.14,111.66,NA
1984-07-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2220.84,NA
1984-07-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2077.36,NA
1984-07-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2139.99,NA
1984-07-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,2853.66,TRUE
1984-07-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1714.24,TRUE
1984-07-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2218.11,TRUE
1984-07-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1856.45,TRUE
1984-07-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,1954.45,TRUE
1984-07-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1474.87,TRUE
1984-07-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3050.14,TRUE
1984-07-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,4.03,TRUE
1984-07-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.3,TRUE
1984-07-01,S&P/TSE 60 Index,Index,160,1.14,108.43,NA
1984-08-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2389.77,NA
1984-08-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2381.78,NA
1984-08-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2388.81,NA
1984-08-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3407,TRUE
1984-08-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2019.36,TRUE
1984-08-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2283.07,TRUE
1984-08-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2025.51,TRUE
1984-08-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2104.99,TRUE
1984-08-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1591.92,TRUE
1984-08-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3527.58,TRUE
1984-08-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.63,TRUE
1984-08-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.19,TRUE
1984-08-01,S&P/TSE 60 Index,Index,160,1.14,120.96,NA
1984-09-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2407.01,NA
1984-09-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2332.86,NA
1984-09-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2392.65,NA
1984-09-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3521.09,TRUE
1984-09-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1989,TRUE
1984-09-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2204.63,TRUE
1984-09-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1966.56,TRUE
1984-09-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2100.15,TRUE
1984-09-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1617.62,TRUE
1984-09-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3693.84,TRUE
1984-09-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.63,TRUE
1984-09-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.07,TRUE
1984-09-01,S&P/TSE 60 Index,Index,160,1.14,121.19,NA
1984-10-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2417.55,NA
1984-10-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2347.73,NA
1984-10-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2353.26,NA
1984-10-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3188.5,TRUE
1984-10-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1926.38,TRUE
1984-10-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2302.69,TRUE
1984-10-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1998.11,TRUE
1984-10-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2098.72,TRUE
1984-10-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1628.8,TRUE
1984-10-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3450.97,TRUE
1984-10-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.7,TRUE
1984-10-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.72,TRUE
1984-10-01,S&P/TSE 60 Index,Index,160,1.14,119.72,NA
1984-11-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2427.01,NA
1984-11-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2350.51,NA
1984-11-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2368.54,NA
1984-11-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3094.47,TRUE
1984-11-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1872.96,TRUE
1984-11-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2408.38,TRUE
1984-11-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1984.48,TRUE
1984-11-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2033.41,TRUE
1984-11-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1680.81,TRUE
1984-11-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3374.5,TRUE
1984-11-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.73,TRUE
1984-11-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.95,TRUE
1984-11-01,S&P/TSE 60 Index,Index,160,1.14,120.93,NA
1984-12-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2403.17,NA
1984-12-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2333.62,NA
1984-12-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2400.33,NA
1984-12-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,2989.95,TRUE
1984-12-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1931.97,TRUE
1984-12-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2448.96,TRUE
1984-12-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2031.93,TRUE
1984-12-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2034.27,TRUE
1984-12-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1773.01,TRUE
1984-12-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,2921.15,TRUE
1984-12-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.7,TRUE
1984-12-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.24,TRUE
1984-12-01,S&P/TSE 60 Index,Index,160,1.14,122.95,NA
1985-01-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2609.1,NA
1985-01-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2347.49,NA
1985-01-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2595.05,NA
1985-01-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3127.14,TRUE
1985-01-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2179.26,TRUE
1985-01-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2556.25,TRUE
1985-01-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2298.4,TRUE
1985-01-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2235.75,TRUE
1985-01-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1864.29,TRUE
1985-01-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3118.56,TRUE
1985-01-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.43,TRUE
1985-01-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.38,TRUE
1985-01-01,S&P/TSE 60 Index,Index,160,1.14,133.35,NA
1985-02-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2640.5,NA
1985-02-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2578.68,NA
1985-02-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2594.98,NA
1985-02-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3152.43,TRUE
1985-02-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2075.28,TRUE
1985-02-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2584.13,TRUE
1985-02-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2221.04,TRUE
1985-02-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2222.37,TRUE
1985-02-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1829.17,TRUE
1985-02-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3090.86,TRUE
1985-02-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.46,TRUE
1985-02-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,16.17,TRUE
1985-02-01,S&P/TSE 60 Index,Index,160,1.14,132.66,NA
1985-03-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2652.67,NA
1985-03-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2577.5,NA
1985-03-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2612.81,NA
1985-03-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3479.77,TRUE
1985-03-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2020.21,TRUE
1985-03-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2664.54,TRUE
1985-03-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2104.87,TRUE
1985-03-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2188.4,TRUE
1985-03-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1761.4,TRUE
1985-03-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3750.18,TRUE
1985-03-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.46,TRUE
1985-03-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,15.43,TRUE
1985-03-01,S&P/TSE 60 Index,Index,160,1.14,132.83,NA
1985-04-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2668.8,NA
1985-04-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2592.8,NA
1985-04-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2635.31,NA
1985-04-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3544.47,TRUE
1985-04-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2010.64,TRUE
1985-04-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2670.05,TRUE
1985-04-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2053.11,TRUE
1985-04-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2266.73,TRUE
1985-04-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1853.62,TRUE
1985-04-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3733.92,TRUE
1985-04-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.42,TRUE
1985-04-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.43,TRUE
1985-04-01,S&P/TSE 60 Index,Index,160,1.14,134,NA
1985-05-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2750.28,NA
1985-05-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2599.58,NA
1985-05-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2736.31,NA
1985-05-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3452.99,TRUE
1985-05-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1984.74,TRUE
1985-05-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2906.31,TRUE
1985-05-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2084.72,TRUE
1985-05-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2477.17,TRUE
1985-05-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1950.69,TRUE
1985-05-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3697.82,TRUE
1985-05-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.29,TRUE
1985-05-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.73,TRUE
1985-05-01,S&P/TSE 60 Index,Index,160,1.14,139.56,NA
1985-06-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2766.14,NA
1985-06-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2687.5,NA
1985-06-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2712.5,NA
1985-06-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3207.16,TRUE
1985-06-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1897.74,TRUE
1985-06-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2944.51,TRUE
1985-06-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2049.4,TRUE
1985-06-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2603.71,TRUE
1985-06-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2005.07,TRUE
1985-06-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,3647.66,TRUE
1985-06-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.32,TRUE
1985-06-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,13.85,TRUE
1985-06-01,S&P/TSE 60 Index,Index,160,1.14,137.69,NA
1985-07-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2810.01,NA
1985-07-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2711.73,NA
1985-07-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2778.6,NA
1985-07-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3189.27,TRUE
1985-07-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2095.96,TRUE
1985-07-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2867.51,TRUE
1985-07-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2166.62,TRUE
1985-07-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2700.83,TRUE
1985-07-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2015.32,TRUE
1985-07-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4395.47,TRUE
1985-07-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.25,TRUE
1985-07-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.54,TRUE
1985-07-01,S&P/TSE 60 Index,Index,160,1.14,141.39,NA
1985-08-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2820.93,NA
1985-08-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2749.58,NA
1985-08-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2819.98,NA
1985-08-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3467.33,TRUE
1985-08-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2115.37,TRUE
1985-08-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2931.09,TRUE
1985-08-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2080.59,TRUE
1985-08-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2695.19,TRUE
1985-08-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2105.77,TRUE
1985-08-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4691.34,TRUE
1985-08-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.2,TRUE
1985-08-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.68,TRUE
1985-08-01,S&P/TSE 60 Index,Index,160,1.14,143.25,NA
1985-09-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2816.98,NA
1985-09-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2610.39,NA
1985-09-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2632.25,NA
1985-09-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3258.25,TRUE
1985-09-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1883.64,TRUE
1985-09-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2768.07,TRUE
1985-09-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1879.8,TRUE
1985-09-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2619.49,TRUE
1985-09-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,1963.53,TRUE
1985-09-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4180.81,TRUE
1985-09-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.42,TRUE
1985-09-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,13.57,TRUE
1985-09-01,S&P/TSE 60 Index,Index,160,1.14,133.68,NA
1985-10-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2675.9,NA
1985-10-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2606.54,NA
1985-10-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2674.84,NA
1985-10-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3196.69,TRUE
1985-10-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1740.82,TRUE
1985-10-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2817.18,TRUE
1985-10-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,1942.23,TRUE
1985-10-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2789.12,TRUE
1985-10-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2068.69,TRUE
1985-10-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4141.76,TRUE
1985-10-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.32,TRUE
1985-10-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,13.7,TRUE
1985-10-01,S&P/TSE 60 Index,Index,160,1.14,134.9,NA
1985-11-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2857.71,NA
1985-11-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2848.57,NA
1985-11-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2857.18,NA
1985-11-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3443.2,TRUE
1985-11-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,1929.92,TRUE
1985-11-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2927.79,TRUE
1985-11-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2071.34,TRUE
1985-11-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,2961.38,TRUE
1985-11-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2227.66,TRUE
1985-11-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4419.09,TRUE
1985-11-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.16,TRUE
1985-11-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.8,TRUE
1985-11-01,S&P/TSE 60 Index,Index,160,1.14,144.29,NA
1985-12-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2902.17,NA
1985-12-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2832.08,NA
1985-12-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2900.6,NA
1985-12-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,3297.84,TRUE
1985-12-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2079.42,TRUE
1985-12-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2893.49,TRUE
1985-12-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2350.31,TRUE
1985-12-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,3113.17,TRUE
1985-12-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2241.01,TRUE
1985-12-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4449.09,TRUE
1985-12-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.13,TRUE
1985-12-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.54,TRUE
1985-12-01,S&P/TSE 60 Index,Index,160,1.14,146.91,NA
1986-01-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2888.64,NA
1986-01-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2758.8,NA
1986-01-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2842.96,NA
1986-01-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,2998.36,TRUE
1986-01-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2268.81,TRUE
1986-01-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2656.32,TRUE
1986-01-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2529.6,TRUE
1986-01-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,3193.99,TRUE
1986-01-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2134.43,TRUE
1986-01-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4805.81,TRUE
1986-01-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.21,TRUE
1986-01-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.19,TRUE
1986-01-01,S&P/TSE 60 Index,Index,160,1.14,142.23,NA
1986-02-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,2855.83,NA
1986-02-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2754.06,NA
1986-02-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,2855.83,NA
1986-02-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,2728.56,TRUE
1986-02-01,"TSE, metals and minerals, closing ","Index, 2000=1000",176,1.5,2250.05,TRUE
1986-02-01,"TSE, utilities, closing ","Index, 2000=1000",176,1.6,2659.83,TRUE
1986-02-01,"TSE, paper and forest products, closing ","Index, 2000=1000",176,1.7,2840.32,TRUE
1986-02-01,"TSE, merchandising, closing ","Index, 2000=1000",176,1.8,3401.59,TRUE
1986-02-01,"TSE, financial services, closing ","Index, 2000=1000",176,1.9,2036.9,TRUE
1986-02-01,"TSE, gold and silver, closing ","Index, 2000=1000",176,1.1,4426.93,TRUE
1986-02-01,"TSE, stock dividend yields (composite), closing ",Percent,239,1.11,3.21,TRUE
1986-02-01,"TSE, price earnings ratio, closing ",Ratio,270,1.12,14.22,TRUE
1986-02-01,S&P/TSE 60 Index,Index,160,1.14,141.38,NA
1986-03-01,"S&P/TSE Composite Index, high","Index, 2000=1000",176,1.1,3057.03,NA
1986-03-01,"S&P/TSE Composite Index, low","Index, 2000=1000",176,1.2,2854.77,NA
1986-03-01,"S&P/TSE Composite Index, close","Index, 2000=1000",176,1.3,3047.26,NA
1986-03-01,"TSE, oil and gas, closing ","Index, 2000=1000",176,1.4,2795.75,TRUE
